miRNA,drug
hsa-mir-455,Vincristine
hsa-mir-542,Doxorubicin (Adriamycin)
hsa-mir-542,Prednisone (R-CHOP)
hsa-mir-542,Vincristine
hsa-mir-876,Doxorubicin (Adriamycin)
hsa-mir-876,Prednisone (R-CHOP)
hsa-mir-876,Vincristine
hsa-mir-21,Cisplatin
hsa-mir-125b-1,5-Fluorouracil
hsa-mir-520a,Capsaicin
hsa-mir-17,Etoposide
hsa-mir-20a,Etoposide
hsa-mir-1271,Cisplatin
hsa-mir-122,5-Fluorouracil
hsa-mir-125b-1,Temozolomide
hsa-mir-21,Cisplatin
hsa-mir-17,5-Fluorouracil
hsa-mir-17,Irinotecan
hsa-mir-17,Oxaliplatin
hsa-mir-342,Cisplatin
hsa-mir-342,Paclitaxel
hsa-mir-224,Cisplatin
hsa-mir-221,Tamoxifen
hsa-mir-222,Tamoxifen
hsa-mir-503,Cisplatin
hsa-mir-211,Gemcitabine
hsa-mir-424,Doxorubicin (Adriamycin)
hsa-mir-424,Etoposide
hsa-mir-196a-1,Docetaxel
hsa-mir-21,Docetaxel
hsa-mir-222,Docetaxel
hsa-mir-29a,Docetaxel
hsa-mir-34a,TRAIL therapy
hsa-mir-942,TRAIL therapy
hsa-mir-146a,Paclitaxel
hsa-mir-21,Paclitaxel
hsa-mir-34a,Gefitinib
hsa-mir-17,Doxorubicin (Adriamycin)
hsa-mir-29b-1,Paclitaxel
hsa-mir-203a,AG1478
hsa-mir-203a,Canertinib HCl
hsa-mir-221,Tamoxifen
hsa-mir-222,Tamoxifen
hsa-mir-155,Doxorubicin (Adriamycin)
hsa-mir-182,Cisplatin
hsa-mir-101-1,Doxorubicin (Adriamycin)
hsa-mir-101-1,Sirolimus
hsa-let-7f-1,Cisplatin
hsa-mir-224,Cisplatin
hsa-mir-128-1,Temozolomide
hsa-mir-149,Temozolomide
hsa-mir-25,Epirubicin
hsa-mir-204,5-Fluorouracil
hsa-mir-204,Cyclophosphamide
hsa-mir-204,Epirubicin
hsa-mir-193b,Sorafenib
hsa-mir-34a,Cisplatin
hsa-mir-425,Sorafenib
hsa-mir-452,Doxorubicin (Adriamycin)
hsa-mir-135a-1,Docetaxel
hsa-mir-146a,Docetaxel
hsa-mir-146a,Docetaxel
hsa-mir-146a,Docetaxel
hsa-mir-148a,Docetaxel
hsa-mir-148a,Docetaxel
hsa-mir-203a,Docetaxel
hsa-mir-34a,Docetaxel
hsa-mir-34a,Docetaxel
hsa-mir-34a,Docetaxel
hsa-mir-383,Docetaxel
hsa-mir-598,Docetaxel
hsa-mir-598,Docetaxel
hsa-mir-21,Gefitinib
hsa-mir-370,Cisplatin
hsa-mir-497,Temozolomide
hsa-mir-551b,Cisplatin
hsa-mir-551b,Doxorubicin (Adriamycin)
hsa-mir-551b,TRAIL therapy
hsa-mir-222,Sorafenib
hsa-mir-502,Cisplatin
hsa-mir-101-1,Cisplatin
hsa-let-7d,5-Fluorouracil
hsa-let-7d,Gemcitabine
hsa-let-7f-1,5-Fluorouracil
hsa-let-7f-1,Gemcitabine
hsa-let-7i,5-Fluorouracil
hsa-let-7i,Gemcitabine
hsa-mir-101-1,5-Fluorouracil
hsa-mir-101-1,Gemcitabine
hsa-mir-106a,5-Fluorouracil
hsa-mir-106a,Gemcitabine
hsa-mir-1202,5-Fluorouracil
hsa-mir-1202,Gemcitabine
hsa-mir-1226,5-Fluorouracil
hsa-mir-1226,Gemcitabine
hsa-mir-1228,5-Fluorouracil
hsa-mir-1228,Gemcitabine
hsa-mir-1228,5-Fluorouracil
hsa-mir-1228,Gemcitabine
hsa-mir-1234,5-Fluorouracil
hsa-mir-1234,Gemcitabine
hsa-mir-1236,5-Fluorouracil
hsa-mir-1236,Gemcitabine
hsa-mir-1237,5-Fluorouracil
hsa-mir-1237,Gemcitabine
hsa-mir-1246,5-Fluorouracil
hsa-mir-1246,Gemcitabine
hsa-mir-1249,5-Fluorouracil
hsa-mir-1249,Gemcitabine
hsa-mir-1260a,5-Fluorouracil
hsa-mir-1260a,Gemcitabine
hsa-mir-1260b,5-Fluorouracil
hsa-mir-1260b,Gemcitabine
hsa-mir-1268a,5-Fluorouracil
hsa-mir-1268a,Gemcitabine
hsa-mir-1273c,5-Fluorouracil
hsa-mir-1273c,Gemcitabine
hsa-mir-1285-1,5-Fluorouracil
hsa-mir-1285-1,Gemcitabine
hsa-mir-1288,5-Fluorouracil
hsa-mir-1288,Gemcitabine
hsa-mir-1290,5-Fluorouracil
hsa-mir-1290,Gemcitabine
hsa-mir-1307,5-Fluorouracil
hsa-mir-1307,Gemcitabine
hsa-mir-130a,5-Fluorouracil
hsa-mir-130a,5-Fluorouracil
hsa-mir-130a,Gemcitabine
hsa-mir-130a,Gemcitabine
hsa-mir-132,5-Fluorouracil
hsa-mir-132,Gemcitabine
hsa-mir-1343,5-Fluorouracil
hsa-mir-1343,Gemcitabine
hsa-mir-138-1,5-Fluorouracil
hsa-mir-138-1,Gemcitabine
hsa-mir-140,5-Fluorouracil
hsa-mir-140,Gemcitabine
hsa-mir-141,5-Fluorouracil
hsa-mir-141,Gemcitabine
hsa-mir-1469,5-Fluorouracil
hsa-mir-1469,Gemcitabine
hsa-mir-146a,5-Fluorouracil
hsa-mir-146a,Gemcitabine
hsa-mir-147b,5-Fluorouracil
hsa-mir-147b,Gemcitabine
hsa-mir-148b,5-Fluorouracil
hsa-mir-148b,Gemcitabine
hsa-mir-149,5-Fluorouracil
hsa-mir-149,Gemcitabine
hsa-mir-15b,5-Fluorouracil
hsa-mir-155,5-Fluorouracil
hsa-mir-15b,Gemcitabine
hsa-mir-155,Gemcitabine
hsa-mir-15b,5-Fluorouracil
hsa-mir-15b,Gemcitabine
hsa-mir-17,5-Fluorouracil
hsa-mir-17,Gemcitabine
hsa-mir-17,5-Fluorouracil
hsa-mir-17,Gemcitabine
hsa-mir-181a-2,5-Fluorouracil
hsa-mir-181a-2,Gemcitabine
hsa-mir-181a-2,5-Fluorouracil
hsa-mir-181a-2,Gemcitabine
hsa-mir-181d,5-Fluorouracil
hsa-mir-181d,Gemcitabine
hsa-mir-1825,5-Fluorouracil
hsa-mir-1825,Gemcitabine
hsa-mir-187,5-Fluorouracil
hsa-mir-187,Gemcitabine
hsa-mir-188,5-Fluorouracil
hsa-mir-188,Gemcitabine
hsa-mir-18a,5-Fluorouracil
hsa-mir-18a,Gemcitabine
hsa-mir-18b,5-Fluorouracil
hsa-mir-18b,Gemcitabine
hsa-mir-1908,5-Fluorouracil
hsa-mir-1908,Gemcitabine
hsa-mir-191,5-Fluorouracil
hsa-mir-191,Gemcitabine
hsa-mir-1913,5-Fluorouracil
hsa-mir-1913,Gemcitabine
hsa-mir-1914,5-Fluorouracil
hsa-mir-1914,Gemcitabine
hsa-mir-1915,5-Fluorouracil
hsa-mir-1915,Gemcitabine
hsa-mir-193a,5-Fluorouracil
hsa-mir-193a,Gemcitabine
hsa-mir-193b,5-Fluorouracil
hsa-mir-193b,Gemcitabine
hsa-mir-196b,5-Fluorouracil
hsa-mir-196b,Gemcitabine
hsa-mir-1972-1,5-Fluorouracil
hsa-mir-1972-1,Gemcitabine
hsa-mir-1976,5-Fluorouracil
hsa-mir-1976,Gemcitabine
hsa-mir-19b-1,5-Fluorouracil
hsa-mir-19b-1,Gemcitabine
hsa-mir-19b-1,5-Fluorouracil
hsa-mir-19b-1,Gemcitabine
hsa-mir-200a,5-Fluorouracil
hsa-mir-200a,Gemcitabine
hsa-mir-200b,5-Fluorouracil
hsa-mir-200b,Gemcitabine
hsa-mir-200c,5-Fluorouracil
hsa-mir-200c,Gemcitabine
hsa-mir-205,5-Fluorouracil
hsa-mir-205,Gemcitabine
hsa-mir-20a,5-Fluorouracil
hsa-mir-20a,Gemcitabine
hsa-mir-20b,5-Fluorouracil
hsa-mir-20b,Gemcitabine
hsa-mir-21,5-Fluorouracil
hsa-mir-21,Gemcitabine
hsa-mir-210,5-Fluorouracil
hsa-mir-210,Gemcitabine
hsa-mir-218-1,5-Fluorouracil
hsa-mir-218-1,Gemcitabine
hsa-mir-22,5-Fluorouracil
hsa-mir-22,Gemcitabine
hsa-mir-221,5-Fluorouracil
hsa-mir-221,Gemcitabine
hsa-mir-222,5-Fluorouracil
hsa-mir-222,Gemcitabine
hsa-mir-224,5-Fluorouracil
hsa-mir-224,Gemcitabine
hsa-mir-2355,5-Fluorouracil
hsa-mir-2355,Gemcitabine
hsa-mir-2467,5-Fluorouracil
hsa-mir-2467,Gemcitabine
hsa-mir-2861,5-Fluorouracil
hsa-mir-2861,Gemcitabine
hsa-mir-29a,5-Fluorouracil
hsa-mir-29a,Gemcitabine
hsa-mir-29b-1,5-Fluorouracil
hsa-mir-29b-1,Gemcitabine
hsa-mir-29b-1,5-Fluorouracil
hsa-mir-29b-1,Gemcitabine
hsa-mir-301a,5-Fluorouracil
hsa-mir-301a,Gemcitabine
hsa-mir-301b,5-Fluorouracil
hsa-mir-301b,Gemcitabine
hsa-mir-3064,5-Fluorouracil
hsa-mir-3064,Gemcitabine
hsa-mir-3065,5-Fluorouracil
hsa-mir-3065,Gemcitabine
hsa-mir-30a,5-Fluorouracil
hsa-mir-30a,Gemcitabine
hsa-mir-30d,5-Fluorouracil
hsa-mir-30d,Gemcitabine
hsa-mir-30e,5-Fluorouracil
hsa-mir-30e,Gemcitabine
hsa-mir-31,5-Fluorouracil
hsa-mir-31,Gemcitabine
hsa-mir-3126,5-Fluorouracil
hsa-mir-3126,Gemcitabine
hsa-mir-3130-1,5-Fluorouracil
hsa-mir-3130-1,Gemcitabine
hsa-mir-3131,5-Fluorouracil
hsa-mir-3131,Gemcitabine
hsa-mir-3141,5-Fluorouracil
hsa-mir-3141,Gemcitabine
hsa-mir-3147,5-Fluorouracil
hsa-mir-3147,Gemcitabine
hsa-mir-3154,5-Fluorouracil
hsa-mir-3154,Gemcitabine
hsa-mir-3173,5-Fluorouracil
hsa-mir-3173,Gemcitabine
hsa-mir-3177,5-Fluorouracil
hsa-mir-3177,Gemcitabine
hsa-mir-3178,5-Fluorouracil
hsa-mir-3178,Gemcitabine
hsa-mir-3180-1,5-Fluorouracil
hsa-mir-3180-1,Gemcitabine
hsa-mir-3184,5-Fluorouracil
hsa-mir-3184,Gemcitabine
hsa-mir-3186,5-Fluorouracil
hsa-mir-3186,Gemcitabine
hsa-mir-3187,5-Fluorouracil
hsa-mir-3187,Gemcitabine
hsa-mir-3188,5-Fluorouracil
hsa-mir-3188,Gemcitabine
hsa-mir-3193,5-Fluorouracil
hsa-mir-3193,Gemcitabine
hsa-mir-3194,5-Fluorouracil
hsa-mir-3194,Gemcitabine
hsa-mir-3195,5-Fluorouracil
hsa-mir-3195,Gemcitabine
hsa-mir-32,5-Fluorouracil
hsa-mir-32,Gemcitabine
hsa-mir-3200,5-Fluorouracil
hsa-mir-3200,Gemcitabine
hsa-mir-323a,5-Fluorouracil
hsa-mir-323a,Gemcitabine
hsa-mir-324,5-Fluorouracil
hsa-mir-324,5-Fluorouracil
hsa-mir-324,Gemcitabine
hsa-mir-324,Gemcitabine
hsa-mir-328,5-Fluorouracil
hsa-mir-328,Gemcitabine
hsa-mir-330,5-Fluorouracil
hsa-mir-330,5-Fluorouracil
hsa-mir-330,Gemcitabine
hsa-mir-330,Gemcitabine
hsa-mir-338,5-Fluorouracil
hsa-mir-338,Gemcitabine
hsa-mir-339,5-Fluorouracil
hsa-mir-339,Gemcitabine
hsa-mir-33a,5-Fluorouracil
hsa-mir-33a,Gemcitabine
hsa-mir-345,5-Fluorouracil
hsa-mir-345,Gemcitabine
hsa-mir-346,5-Fluorouracil
hsa-mir-346,Gemcitabine
hsa-mir-361,5-Fluorouracil
hsa-mir-361,Gemcitabine
hsa-mir-3619,5-Fluorouracil
hsa-mir-3619,Gemcitabine
hsa-mir-362,5-Fluorouracil
hsa-mir-362,Gemcitabine
hsa-mir-3620,5-Fluorouracil
hsa-mir-3620,Gemcitabine
hsa-mir-3621,5-Fluorouracil
hsa-mir-3621,Gemcitabine
hsa-mir-3665,5-Fluorouracil
hsa-mir-3665,Gemcitabine
hsa-mir-3682,5-Fluorouracil
hsa-mir-3682,Gemcitabine
hsa-mir-370,5-Fluorouracil
hsa-mir-370,Gemcitabine
hsa-mir-371a,5-Fluorouracil
hsa-mir-371a,Gemcitabine
hsa-mir-373,5-Fluorouracil
hsa-mir-373,Gemcitabine
hsa-mir-378a,5-Fluorouracil
hsa-mir-378a,Gemcitabine
hsa-mir-378c,5-Fluorouracil
hsa-mir-378c,Gemcitabine
hsa-mir-378d-1,5-Fluorouracil
hsa-mir-378d-1,Gemcitabine
hsa-mir-378e,5-Fluorouracil
hsa-mir-378e,Gemcitabine
hsa-mir-378f,5-Fluorouracil
hsa-mir-378f,Gemcitabine
hsa-mir-378g,5-Fluorouracil
hsa-mir-378g,Gemcitabine
hsa-mir-378i,5-Fluorouracil
hsa-mir-378i,Gemcitabine
hsa-mir-3917,5-Fluorouracil
hsa-mir-3917,Gemcitabine
hsa-mir-3937,5-Fluorouracil
hsa-mir-3937,Gemcitabine
hsa-mir-3940,5-Fluorouracil
hsa-mir-3940,Gemcitabine
hsa-mir-3940,5-Fluorouracil
hsa-mir-3940,Gemcitabine
hsa-mir-421,5-Fluorouracil
hsa-mir-421,Gemcitabine
hsa-mir-422a,5-Fluorouracil
hsa-mir-422a,Gemcitabine
hsa-mir-423,5-Fluorouracil
hsa-mir-423,Gemcitabine
hsa-mir-424,5-Fluorouracil
hsa-mir-424,5-Fluorouracil
hsa-mir-424,Gemcitabine
hsa-mir-424,Gemcitabine
hsa-mir-425,5-Fluorouracil
hsa-mir-425,Gemcitabine
hsa-mir-425,5-Fluorouracil
hsa-mir-425,Gemcitabine
hsa-mir-4257,5-Fluorouracil
hsa-mir-4257,Gemcitabine
hsa-mir-4258,5-Fluorouracil
hsa-mir-4258,Gemcitabine
hsa-mir-4261,5-Fluorouracil
hsa-mir-4261,Gemcitabine
hsa-mir-4279,5-Fluorouracil
hsa-mir-4279,Gemcitabine
hsa-mir-4284,5-Fluorouracil
hsa-mir-4284,Gemcitabine
hsa-mir-4286,5-Fluorouracil
hsa-mir-4286,Gemcitabine
hsa-mir-4288,5-Fluorouracil
hsa-mir-4288,5-Fluorouracil
hsa-mir-4288,Gemcitabine
hsa-mir-4288,Gemcitabine
hsa-mir-429,5-Fluorouracil
hsa-mir-429,Gemcitabine
hsa-mir-4319,5-Fluorouracil
hsa-mir-4319,Gemcitabine
hsa-mir-4428,5-Fluorouracil
hsa-mir-4428,Gemcitabine
hsa-mir-4454,5-Fluorouracil
hsa-mir-4454,Gemcitabine
hsa-mir-4455,5-Fluorouracil
hsa-mir-4455,Gemcitabine
hsa-mir-4463,5-Fluorouracil
hsa-mir-4463,Gemcitabine
hsa-mir-4465,5-Fluorouracil
hsa-mir-4465,Gemcitabine
hsa-mir-4466,5-Fluorouracil
hsa-mir-4466,Gemcitabine
hsa-mir-4467,5-Fluorouracil
hsa-mir-4467,Gemcitabine
hsa-mir-4476,5-Fluorouracil
hsa-mir-4476,Gemcitabine
hsa-mir-4478,5-Fluorouracil
hsa-mir-4478,Gemcitabine
hsa-mir-4484,5-Fluorouracil
hsa-mir-4484,Gemcitabine
hsa-mir-4485,5-Fluorouracil
hsa-mir-4485,Gemcitabine
hsa-mir-4487,5-Fluorouracil
hsa-mir-4487,Gemcitabine
hsa-mir-4488,5-Fluorouracil
hsa-mir-4488,Gemcitabine
hsa-mir-4492,5-Fluorouracil
hsa-mir-4492,Gemcitabine
hsa-mir-4497,5-Fluorouracil
hsa-mir-4497,Gemcitabine
hsa-mir-449b,5-Fluorouracil
hsa-mir-449b,Gemcitabine
hsa-mir-4508,5-Fluorouracil
hsa-mir-4508,Gemcitabine
hsa-mir-450a-1,5-Fluorouracil
hsa-mir-450a-1,Gemcitabine
hsa-mir-4516,5-Fluorouracil
hsa-mir-4516,Gemcitabine
hsa-mir-4521,5-Fluorouracil
hsa-mir-4521,Gemcitabine
hsa-mir-4530,5-Fluorouracil
hsa-mir-4530,Gemcitabine
hsa-mir-4535,5-Fluorouracil
hsa-mir-4535,Gemcitabine
hsa-mir-454,5-Fluorouracil
hsa-mir-454,Gemcitabine
hsa-mir-4638,5-Fluorouracil
hsa-mir-4638,Gemcitabine
hsa-mir-4640,5-Fluorouracil
hsa-mir-4640,Gemcitabine
hsa-mir-4646,5-Fluorouracil
hsa-mir-4646,Gemcitabine
hsa-mir-4655,5-Fluorouracil
hsa-mir-4655,Gemcitabine
hsa-mir-4665,5-Fluorouracil
hsa-mir-4665,Gemcitabine
hsa-mir-4669,5-Fluorouracil
hsa-mir-4669,Gemcitabine
hsa-mir-4674,5-Fluorouracil
hsa-mir-4674,Gemcitabine
hsa-mir-4675,5-Fluorouracil
hsa-mir-4675,Gemcitabine
hsa-mir-4685,5-Fluorouracil
hsa-mir-4685,5-Fluorouracil
hsa-mir-4685,5-Fluorouracil
hsa-mir-4685,Gemcitabine
hsa-mir-4685,Gemcitabine
hsa-mir-4685,Gemcitabine
hsa-mir-4687,5-Fluorouracil
hsa-mir-4687,Gemcitabine
hsa-mir-4689,5-Fluorouracil
hsa-mir-4689,Gemcitabine
hsa-mir-4695,5-Fluorouracil
hsa-mir-4695,Gemcitabine
hsa-mir-4706,5-Fluorouracil
hsa-mir-4706,Gemcitabine
hsa-mir-4707,5-Fluorouracil
hsa-mir-4707,Gemcitabine
hsa-mir-4710,5-Fluorouracil
hsa-mir-4710,Gemcitabine
hsa-mir-4711,5-Fluorouracil
hsa-mir-4711,Gemcitabine
hsa-mir-4713,5-Fluorouracil
hsa-mir-4713,Gemcitabine
hsa-mir-4716,5-Fluorouracil
hsa-mir-4716,Gemcitabine
hsa-mir-4721,5-Fluorouracil
hsa-mir-4721,Gemcitabine
hsa-mir-4722,5-Fluorouracil
hsa-mir-4722,Gemcitabine
hsa-mir-4723,5-Fluorouracil
hsa-mir-4723,Gemcitabine
hsa-mir-4725,5-Fluorouracil
hsa-mir-4725,Gemcitabine
hsa-mir-4731,5-Fluorouracil
hsa-mir-4731,Gemcitabine
hsa-mir-4732,5-Fluorouracil
hsa-mir-4732,Gemcitabine
hsa-mir-4739,5-Fluorouracil
hsa-mir-4739,Gemcitabine
hsa-mir-4745,5-Fluorouracil
hsa-mir-4745,Gemcitabine
hsa-mir-4749,5-Fluorouracil
hsa-mir-4749,Gemcitabine
hsa-mir-4750,5-Fluorouracil
hsa-mir-4750,Gemcitabine
hsa-mir-4758,5-Fluorouracil
hsa-mir-4758,Gemcitabine
hsa-mir-4783,5-Fluorouracil
hsa-mir-4783,Gemcitabine
hsa-mir-4787,5-Fluorouracil
hsa-mir-4787,Gemcitabine
hsa-mir-483,5-Fluorouracil
hsa-mir-483,Gemcitabine
hsa-mir-484,5-Fluorouracil
hsa-mir-484,Gemcitabine
hsa-mir-486-1,5-Fluorouracil
hsa-mir-486-1,Gemcitabine
hsa-mir-487b,5-Fluorouracil
hsa-mir-487b,Gemcitabine
hsa-mir-491,5-Fluorouracil
hsa-mir-491,Gemcitabine
hsa-mir-500a,5-Fluorouracil
hsa-mir-500a,Gemcitabine
hsa-mir-500a,5-Fluorouracil
hsa-mir-500a,Gemcitabine
hsa-mir-500b,5-Fluorouracil
hsa-mir-500b,Gemcitabine
hsa-mir-503,5-Fluorouracil
hsa-mir-503,Gemcitabine
hsa-mir-518b,5-Fluorouracil
hsa-mir-518b,Gemcitabine
hsa-mir-532,5-Fluorouracil
hsa-mir-532,Gemcitabine
hsa-mir-557,5-Fluorouracil
hsa-mir-557,Gemcitabine
hsa-mir-584,5-Fluorouracil
hsa-mir-584,Gemcitabine
hsa-mir-590,5-Fluorouracil
hsa-mir-590,Gemcitabine
hsa-mir-593,5-Fluorouracil
hsa-mir-593,Gemcitabine
hsa-mir-614,5-Fluorouracil
hsa-mir-614,Gemcitabine
hsa-mir-615,5-Fluorouracil
hsa-mir-615,Gemcitabine
hsa-mir-622,5-Fluorouracil
hsa-mir-622,Gemcitabine
hsa-mir-624,5-Fluorouracil
hsa-mir-624,Gemcitabine
hsa-mir-627,5-Fluorouracil
hsa-mir-627,Gemcitabine
hsa-mir-629,5-Fluorouracil
hsa-mir-629,Gemcitabine
hsa-mir-658,5-Fluorouracil
hsa-mir-658,Gemcitabine
hsa-mir-660,5-Fluorouracil
hsa-mir-660,Gemcitabine
hsa-mir-663a,5-Fluorouracil
hsa-mir-663a,Gemcitabine
hsa-mir-665,5-Fluorouracil
hsa-mir-665,Gemcitabine
hsa-mir-670,5-Fluorouracil
hsa-mir-670,Gemcitabine
hsa-mir-671,5-Fluorouracil
hsa-mir-671,Gemcitabine
hsa-mir-675,5-Fluorouracil
hsa-mir-675,Gemcitabine
hsa-mir-675,5-Fluorouracil
hsa-mir-675,Gemcitabine
hsa-mir-7-1,5-Fluorouracil
hsa-mir-7-1,Gemcitabine
hsa-mir-718,5-Fluorouracil
hsa-mir-718,Gemcitabine
hsa-mir-762,5-Fluorouracil
hsa-mir-762,Gemcitabine
hsa-mir-766,5-Fluorouracil
hsa-mir-766,Gemcitabine
hsa-mir-873,5-Fluorouracil
hsa-mir-873,Gemcitabine
hsa-mir-874,5-Fluorouracil
hsa-mir-874,Gemcitabine
hsa-mir-887,5-Fluorouracil
hsa-mir-887,Gemcitabine
hsa-mir-920,5-Fluorouracil
hsa-mir-920,Gemcitabine
hsa-mir-921,5-Fluorouracil
hsa-mir-921,Gemcitabine
hsa-mir-92b,5-Fluorouracil
hsa-mir-92b,Gemcitabine
hsa-mir-939,5-Fluorouracil
hsa-mir-939,Gemcitabine
hsa-mir-940,5-Fluorouracil
hsa-mir-940,Gemcitabine
hsa-mir-96,5-Fluorouracil
hsa-mir-96,Gemcitabine
hsa-mir-98,5-Fluorouracil
hsa-mir-98,Gemcitabine
hsa-mir-99a,5-Fluorouracil
hsa-mir-99a,Gemcitabine
hsa-mir-21,5-Fluorouracil
hsa-mir-520f,Cisplatin
hsa-let-7b,Epirubicin
hsa-let-7b,Paclitaxel
hsa-mir-1290,Epirubicin
hsa-mir-1290,Paclitaxel
hsa-mir-194-1,Epirubicin
hsa-mir-194-1,Paclitaxel
hsa-mir-19a,Epirubicin
hsa-mir-19a,Paclitaxel
hsa-mir-205,Epirubicin
hsa-mir-205,Paclitaxel
hsa-mir-28,Epirubicin
hsa-mir-28,Paclitaxel
hsa-mir-375,Epirubicin
hsa-mir-375,Paclitaxel
hsa-mir-200b,Celastrol
hsa-mir-200b,Paclitaxel
hsa-mir-217,Celastrol
hsa-mir-217,Paclitaxel
hsa-mir-326,Celastrol
hsa-mir-326,Paclitaxel
hsa-mir-335,Celastrol
hsa-mir-335,Paclitaxel
hsa-mir-136,Cisplatin
hsa-let-7a-1,platinum-based doublet chemotherapy 
hsa-let-7b,platinum-based doublet chemotherapy 
hsa-mir-1-1,platinum-based doublet chemotherapy 
hsa-mir-1181,platinum-based doublet chemotherapy 
hsa-mir-1246,platinum-based doublet chemotherapy 
hsa-mir-1290,platinum-based doublet chemotherapy 
hsa-mir-130b,platinum-based doublet chemotherapy 
hsa-mir-135a-1,platinum-based doublet chemotherapy 
hsa-mir-139,platinum-based doublet chemotherapy 
hsa-mir-144,platinum-based doublet chemotherapy 
hsa-mir-1471,platinum-based doublet chemotherapy 
hsa-mir-150,platinum-based doublet chemotherapy 
hsa-mir-181c,platinum-based doublet chemotherapy 
hsa-mir-186,platinum-based doublet chemotherapy 
hsa-mir-18a,platinum-based doublet chemotherapy 
hsa-mir-18b,platinum-based doublet chemotherapy 
hsa-mir-193a,platinum-based doublet chemotherapy 
hsa-mir-195,platinum-based doublet chemotherapy 
hsa-mir-196b,platinum-based doublet chemotherapy 
hsa-mir-23b,platinum-based doublet chemotherapy 
hsa-mir-24-1,platinum-based doublet chemotherapy 
hsa-mir-26a-1,platinum-based doublet chemotherapy 
hsa-mir-27b,platinum-based doublet chemotherapy 
hsa-mir-29c,platinum-based doublet chemotherapy 
hsa-mir-3065,platinum-based doublet chemotherapy 
hsa-mir-30c-2,platinum-based doublet chemotherapy 
hsa-mir-30e,platinum-based doublet chemotherapy 
hsa-mir-31,platinum-based doublet chemotherapy 
hsa-mir-3137,platinum-based doublet chemotherapy 
hsa-mir-3195,platinum-based doublet chemotherapy 
hsa-mir-3198-1,platinum-based doublet chemotherapy 
hsa-mir-328,platinum-based doublet chemotherapy 
hsa-mir-331,platinum-based doublet chemotherapy 
hsa-mir-34a,platinum-based doublet chemotherapy 
hsa-mir-34b,platinum-based doublet chemotherapy 
hsa-mir-34b,platinum-based doublet chemotherapy 
hsa-mir-361,platinum-based doublet chemotherapy 
hsa-mir-3648-1,platinum-based doublet chemotherapy 
hsa-mir-3663,platinum-based doublet chemotherapy 
hsa-mir-3667,platinum-based doublet chemotherapy 
hsa-mir-3926-1,platinum-based doublet chemotherapy 
hsa-mir-3934,platinum-based doublet chemotherapy 
hsa-mir-4271,platinum-based doublet chemotherapy 
hsa-mir-4291,platinum-based doublet chemotherapy 
hsa-mir-4327,platinum-based doublet chemotherapy 
hsa-mir-449a,platinum-based doublet chemotherapy 
hsa-mir-483,platinum-based doublet chemotherapy 
hsa-mir-497,platinum-based doublet chemotherapy 
hsa-mir-500a,platinum-based doublet chemotherapy 
hsa-mir-598,platinum-based doublet chemotherapy 
hsa-mir-628,platinum-based doublet chemotherapy 
hsa-mir-630,platinum-based doublet chemotherapy 
hsa-mir-642b,platinum-based doublet chemotherapy 
hsa-mir-663a,platinum-based doublet chemotherapy 
hsa-mir-7-1,platinum-based doublet chemotherapy 
hsa-mir-1248,Gemcitabine
hsa-mir-125a,Gemcitabine
hsa-mir-1285-1,Gemcitabine
hsa-mir-129-1,Gemcitabine
hsa-mir-25,Gemcitabine
hsa-mir-26a-1,Gemcitabine
hsa-mir-30c-1,Gemcitabine
hsa-mir-369,Gemcitabine
hsa-mir-374b,Gemcitabine
hsa-mir-494,Gemcitabine
hsa-mir-497,Erlotinib
hsa-mir-497,Gemcitabine
hsa-mir-503,Gemcitabine
hsa-mir-508,Gemcitabine
hsa-mir-515-1,Gemcitabine
hsa-mir-518f,Gemcitabine
hsa-mir-519d,Gemcitabine
hsa-mir-542,Gemcitabine
hsa-mir-579,Gemcitabine
hsa-mir-647,Gemcitabine
hsa-mir-935,Gemcitabine
hsa-mir-99b,Gemcitabine
hsa-mir-200c,Imatinib
hsa-mir-200c,Sorafenib
hsa-mir-181b-1,Teniposide
hsa-mir-130b,Cisplatin
hsa-mir-130b,Paclitaxel
hsa-mir-149,Doxorubicin (Adriamycin)
hsa-mir-149,Paclitaxel
hsa-mir-320a,5-Fluorouracil
hsa-mir-320a,Doxorubicin (Adriamycin)
hsa-mir-320a,Paclitaxel
hsa-mir-223,Trastuzumab
hsa-mir-218-1,Cisplatin
hsa-mir-29b-1,Cisplatin
hsa-mir-29b-1,Doxorubicin (Adriamycin)
hsa-mir-449a,Cisplatin
hsa-mir-100,Gemcitabine
hsa-mir-1246,Gemcitabine
hsa-mir-125b-1,Gemcitabine
hsa-mir-155,Gemcitabine
hsa-mir-15b,Gemcitabine
hsa-mir-205,Gemcitabine
hsa-mir-21,Gemcitabine
hsa-mir-25,Gemcitabine
hsa-mir-27b,Gemcitabine
hsa-mir-30d,Gemcitabine
hsa-mir-378a,Gemcitabine
hsa-mir-424,Gemcitabine
hsa-mir-4324,Gemcitabine
hsa-mir-4443,Gemcitabine
hsa-mir-4485,Gemcitabine
hsa-mir-455,Gemcitabine
hsa-mir-99b,Gemcitabine
hsa-mir-193a,Paclitaxel
hsa-let-7g,Chemotherapy
hsa-mir-107,Chemotherapy
hsa-mir-299,Chemotherapy
hsa-mir-337,Chemotherapy
hsa-mir-370,Chemotherapy
hsa-mir-505,Chemotherapy
